"","id","cluster.PAM"
"X940.P.02.Fecal","X940.P.02.Fecal",1
"X1773.Columb.talpa2.crop","X1773.Columb.talpa2.crop",1
"X894.F1460.lane5.NoIndex.L005","X894.F1460.lane5.NoIndex.L005",1
"X894.OS1242.lane5.NoIndex.L005","X894.OS1242.lane5.NoIndex.L005",1
"X1734.BD.ERD501","X1734.BD.ERD501",2
"MVB2015.2006","MVB2015.2006",1
"MVB2015.2008","MVB2015.2008",1
"MVB2015.2010","MVB2015.2010",1
"MVB2015.2012","MVB2015.2012",1
"MVB2015.2018","MVB2015.2018",1
"MVB2015.2022","MVB2015.2022",1
"MVB2015.2024","MVB2015.2024",1
"MVB2015.2026","MVB2015.2026",1
"MVB2015.2028","MVB2015.2028",1
"MVB2015.2030","MVB2015.2030",1
"MVB2015.2032","MVB2015.2032",1
"MVB2015.2034","MVB2015.2034",1
"MVB2015.2036","MVB2015.2036",1
"MVB2015.2040","MVB2015.2040",1
"MVB2015.2042","MVB2015.2042",1
"MVB2015.2044","MVB2015.2044",1
"MVB2015.2084","MVB2015.2084",1
"MVB2015.2088","MVB2015.2088",1
"MVB2015.2090","MVB2015.2090",1
"MVB2015.2094","MVB2015.2094",1
"MVB2015.2098","MVB2015.2098",1
"MVB2015.2212","MVB2015.2212",1
"MVB2015.2218","MVB2015.2218",1
"MVB2015.2220","MVB2015.2220",1
"MVB2015.2221","MVB2015.2221",1
"MVB2015.2222","MVB2015.2222",1
"MVB2015.2224","MVB2015.2224",1
"MVB2015.2225","MVB2015.2225",1
"MVB2015.2228","MVB2015.2228",1
"MVB2015.2258","MVB2015.2258",1
"MVB2015.2260","MVB2015.2260",1
"MVB2015.2262","MVB2015.2262",1
"MVB2015.2264","MVB2015.2264",1
"MVB2015.2266","MVB2015.2266",1
"MVB2015.2268","MVB2015.2268",1
"MVB2015.2289","MVB2015.2289",1
"MVB2015.2294","MVB2015.2294",1
"MVB2015.4857","MVB2015.4857",1
"MVB2015.4863","MVB2015.4863",1
"MVB2015.4865","MVB2015.4865",1
"MVB2015.4867","MVB2015.4867",1
"MVB2015.4871","MVB2015.4871",1
"MVB2015.4873","MVB2015.4873",1
"MVB2015.4881","MVB2015.4881",1
"MVB2015.4883","MVB2015.4883",1
"MVB2015.4917","MVB2015.4917",1
"MVB2015.4932","MVB2015.4932",1
"MVB2015.4934","MVB2015.4934",1
"MVB2015.4946","MVB2015.4946",1
"MVB2015.4950","MVB2015.4950",1
"MVB2015.4956","MVB2015.4956",1
"MVB2015.4958","MVB2015.4958",1
"MVB2015.4962","MVB2015.4962",1
"MVB2015.4974","MVB2015.4974",1
"MVB2015.5082","MVB2015.5082",1
"MVB2015.5086","MVB2015.5086",1
"MVB2015.5088","MVB2015.5088",1
"MVB2015.5090","MVB2015.5090",1
"MVB2015.5112","MVB2015.5112",1
"MVB2015.5114","MVB2015.5114",1
"MVB2015.5115","MVB2015.5115",1
"MVB2015.5116","MVB2015.5116",1
"MVB2015.5119","MVB2015.5119",1
"MVB2015.5121","MVB2015.5121",1
"MVB2015.5131","MVB2015.5131",1
"MVB2015.5141","MVB2015.5141",1
"MVB2015.5143","MVB2015.5143",1
"MVB2015.5145","MVB2015.5145",1
"MVB2015.5162","MVB2015.5162",1
"MVB2015.5163","MVB2015.5163",1
"Tad.I.001","Tad.I.001",1
"Tad.I.002","Tad.I.002",1
"Tad.I.004","Tad.I.004",1
"Tad.I.010","Tad.I.010",1
"Tad.I.014","Tad.I.014",1
"Tad.I.041","Tad.I.041",1
"Tad.I.056","Tad.I.056",1
"Tad.I.061","Tad.I.061",1
"Tad.I.073","Tad.I.073",1
"ERR2116909","ERR2116909",1
"ERR2116914","ERR2116914",1
"ERR2116949","ERR2116949",1
"ERR2116964","ERR2116964",1
"ERR2116965","ERR2116965",1
"ERR2116992","ERR2116992",1
"ERR2116994","ERR2116994",1
"ERR2117000","ERR2117000",1
"ERR2117009","ERR2117009",1
"ERR2117010","ERR2117010",1
"SRR1523374","SRR1523374",1
"SRR1523378","SRR1523378",1
"SRR1523382","SRR1523382",1
"SRR1523384","SRR1523384",1
"SRR1523388","SRR1523388",1
"SRR1523390","SRR1523390",1
"SRR1523386","SRR1523386",1
"SRR4290013","SRR4290013",1
"SRR4289985","SRR4289985",1
"SRR4289986","SRR4289986",1
"SRR4289992","SRR4289992",1
"SRR4289938","SRR4289938",1
"SRR4289942","SRR4289942",1
"SRR4289945","SRR4289945",1
"SRR4289967","SRR4289967",1
"SRR4289973","SRR4289973",1
"SRR946011","SRR946011",1
"SRR946013","SRR946013",1
"SRR945994","SRR945994",1
"SRR2121131","SRR2121131",1
"SRR850052","SRR850052",1
"SRR2121089","SRR2121089",1
"SRR2121090","SRR2121090",1
"SRR2121087","SRR2121087",1
"SRR2121109","SRR2121109",1
"SRR2121103","SRR2121103",1
"SRR2121116","SRR2121116",1
"SRR850081","SRR850081",1
"SRR935040","SRR935040",1
"SRR935047","SRR935047",1
"SRR2121157","SRR2121157",1
"SRR2121054","SRR2121054",1
"SRR2121062","SRR2121062",1
"SRR850062","SRR850062",1
"SRR850064","SRR850064",1
"SRR850065","SRR850065",1
"SRR850069","SRR850069",1
"SRR850072","SRR850072",1
"SRR850054","SRR850054",1
"ERR1720385","ERR1720385",1
"ERR1720386","ERR1720386",1
"ERR1720388","ERR1720388",1
"ERR1720389","ERR1720389",1
"ERR1720390","ERR1720390",1
"ERR1720391","ERR1720391",1
"ERR1720392","ERR1720392",1
"ERR1720394","ERR1720394",1
"ERR1720395","ERR1720395",1
"ERR1720400","ERR1720400",1
"ERR1720401","ERR1720401",1
"ERR1720402","ERR1720402",1
"ERR1720403","ERR1720403",1
"ERR1720404","ERR1720404",1
"ERR1720405","ERR1720405",1
"ERR1720408","ERR1720408",1
"ERR1720409","ERR1720409",1
"ERR1720410","ERR1720410",1
"ERR1720412","ERR1720412",1
"ERR1720414","ERR1720414",3
"ERR1720417","ERR1720417",1
"ERR1720418","ERR1720418",1
"ERR1720422","ERR1720422",1
"ERR1720426","ERR1720426",1
"ERR1720429","ERR1720429",1
"ERR1720431","ERR1720431",2
"ERR1720432","ERR1720432",2
"ERR1720435","ERR1720435",3
"ERR1720436","ERR1720436",3
"ERR1720438","ERR1720438",3
"ERR1720439","ERR1720439",3
"ERR1720440","ERR1720440",3
"ERR1720446","ERR1720446",3
"ERR1720447","ERR1720447",3
"ERR1720450","ERR1720450",3
"ERR1720452","ERR1720452",3
"ERR1720453","ERR1720453",1
"ERR1720454","ERR1720454",2
"ERR1720455","ERR1720455",1
"ERR1720456","ERR1720456",1
"ERR1720457","ERR1720457",1
"ERR1720458","ERR1720458",1
"ERR1720460","ERR1720460",1
"ERR1720461","ERR1720461",3
"ERR1720462","ERR1720462",3
"ERR1720464","ERR1720464",1
"ERR1720465","ERR1720465",1
"ERR1720467","ERR1720467",1
"ERR1720469","ERR1720469",1
"ERR1720471","ERR1720471",3
"ERR1720473","ERR1720473",1
"ERR1720474","ERR1720474",1
"ERR1720475","ERR1720475",1
"ERR1720477","ERR1720477",1
"ERR1720478","ERR1720478",1
"ERR1720479","ERR1720479",1
"ERR1720480","ERR1720480",1
"ERR1720482","ERR1720482",3
"ERR1720483","ERR1720483",3
"ERR1720484","ERR1720484",3
"ERR1720485","ERR1720485",1
"ERR1720486","ERR1720486",1
"ERR1720487","ERR1720487",3
"ERR1720488","ERR1720488",1
"ERR1720489","ERR1720489",3
"ERR1720491","ERR1720491",1
"ERR1720492","ERR1720492",1
"ERR1720493","ERR1720493",1
"ERR1720494","ERR1720494",1
"ERR1720497","ERR1720497",1
"ERR1720499","ERR1720499",3
"ERR1720500","ERR1720500",3
"ERR1720501","ERR1720501",2
"ERR1720502","ERR1720502",2
"ERR1720503","ERR1720503",1
"ERR1720504","ERR1720504",1
"ERR1720505","ERR1720505",1
"ERR1720508","ERR1720508",1
"ERR1720511","ERR1720511",1
"ERR1720512","ERR1720512",1
"ERR1720513","ERR1720513",2
"ERR1720516","ERR1720516",1
"ERR1720517","ERR1720517",1
"ERR1720519","ERR1720519",1
"ERR1720521","ERR1720521",1
"ERR1720523","ERR1720523",1
"ERR1720524","ERR1720524",1
"ERR1720525","ERR1720525",1
"ERR1720526","ERR1720526",1
"ERR1720527","ERR1720527",1
"ERR1720528","ERR1720528",1
"ERR1720529","ERR1720529",1
"ERR1720531","ERR1720531",1
"ERR1720533","ERR1720533",1
"ERR1720534","ERR1720534",1
"ERR1720535","ERR1720535",1
"ERR1720537","ERR1720537",1
"ERR1720538","ERR1720538",1
"ERR1720541","ERR1720541",1
"ERR1720542","ERR1720542",1
"ERR1720544","ERR1720544",1
"ERR1720546","ERR1720546",3
"ERR1720547","ERR1720547",3
"ERR1720548","ERR1720548",3
"ERR1720549","ERR1720549",3
"ERR1720552","ERR1720552",3
"ERR1720554","ERR1720554",1
"ERR1720555","ERR1720555",1
"ERR1720557","ERR1720557",1
"ERR1720558","ERR1720558",1
"ERR1720559","ERR1720559",1
"SRR2006076","SRR2006076",1
"SRR2006080","SRR2006080",1
"SRR2006084","SRR2006084",1
"SRR2006088","SRR2006088",1
"SRR2006092","SRR2006092",1
"SRR2006093","SRR2006093",1
"SRR2006094","SRR2006094",1
"ERR526315","ERR526315",1
"ERR526319","ERR526319",1
"ERR526320","ERR526320",1
"ERR526353","ERR526353",1
"ERR526366","ERR526366",1
"ERR526380","ERR526380",1
"ERR526382","ERR526382",1
"ERR526401","ERR526401",1
"ERR526402","ERR526402",1
